"title","avg_rating","rating_count","phone","website","address","images","category"
"Clover Park - Playground 2","4.1","12",,"smgov.net","Santa Monica, CA 90405, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8l23OJYQQXrfG8Q-PyGwMUPJNLq-maMve_X29XObXBo0PICO-GOn4JPeBOKYqmMWgzkQveIo_7MhRSf3rdXT56J71YsgX30IKB3Y__DpfrIkura0HOVsYOwlmlJAuDkn8goaCkKg=s4196-v1","Playground"
"Lions Park","4.6","659","+1 714-754-5300","costamesaca.gov","570 W 18th St, Costa Mesa, CA 92627, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-HGHRkzVOqWb5ucc9p0oG-g6id6dDIhSzKq9d5Uj6gEANfq7Vf5uidMnxl4h9gHl8804ZZbchuDsHXQFsFMMw22n-vLzA38fxCyVHCvoWliMC7bzzlJiMJF3MzNSOAR259_7DI=s4196-v1","Park"
"Gated Playground | Catamaran Park","4.5","25",,"fostercity.org","Catamaran St, Foster City, CA 94404, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8VuizYTqH6H_C5pacT7d_ITvj_7Xm4yrQgnFwgM3SC4U_M8Os3r1vP5ptugbtyjhxAVNSr0O2H4RDkDqfvTYYGcFyeTLcMXqAxGjCb5swO8hQCSDDopyZPG6JZwrUBokELtL6Q=s4196-v1","Playground"
"Playground","4.5","15",,,"Redwood City, CA 94063, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_IuBfmNWmaaQ4HmvIXpQxF8kv4SxkAqk1erhjGqqSnuV3u9tNIBvbaIudMkG-iRQ9-MMvrrahreh-ijf5txztpLv1T1vEz0ZcaWmCDjb7O71oItqa0PaXsdN8_onzXs4pdmOJVDw=s4196-v1","Playground"
"Railroad Park","4.7","516",,"morganhill.ca.gov","17200-17282 Depot St, Morgan Hill, CA 95037, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9k2Ji-mTzesLxS2q3BauKpQu3f7TZ4IV2ad0XEqYEG3rotrKZ2qsKbQ-lmHxGXgp3xAnPC5PLJCE95zLAk5rES2UtEzCb_t790nKWm2o6RHl1NFirBdrxmUcnRjDNxcAocyldT=s4196-v1","Park"
"South Park Playground","4.7","48",,,"San Francisco, CA 94107, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-D7s_IMFtjViAcsT-Nu_BBSm3hqM0aBI_zoDnHkF7hzM0yACVwwyhB4YQtftcS8OZBQ2bSjdndXMEtXq_Dp9epsdd9r47iv_YQFZH_A3CUsoaRDNgeOMFt-z6TZabdRSoaQ_fP=s4196-v1","Playground"
"Under the Sea Indoor Playground","4.2","267","+1 310-915-1133","undertheseaindoorplayground.com","4147 Sepulveda Blvd, Culver City, CA 90230, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_TI9kkoAaeHENYnpVN_yifppEojjGnkJhDCui4WBckATRsFPMr1zZwtaxFL_1Pnqc5PaNGgpnCNDM2e51uWMDFEkiAT9wfBksuI_BCkKIbVv7UMfWVgKCmruc4YYDC9S0OQmiF=s4196-v1","Indoor playground"
"Playground","4.5","15",,,"368 N Prospect St, Orange, CA 92869, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9-4nNCybQg6alTljmLzGzmw0ADF_I3F9yl-UzHqLwK5FDg663B1IprcMhoLsrgYsKEWLxQqszbHKVsSE25S918f4CwjrXMW2vEKvifvPqqKqtjX_RBiEzuKbqhwS_O-3M9blFhUA=s4196-v1","Playground"
"Dickey Playground","3.6","324",,"fresno.gov","50 N Calaveras St, Fresno, CA 93721, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8sk1YPDKnz4iAGn6jj1-JfuRxI1ZnC63b8_aSYMG-sfRSlt1aHmaKmgb9rj1doIGxV5V7Ew1KMSZviCGibRxg72UGmiyDseqzg5gE6OUkinr03-Y29vbVU4L75ffTPzhd3xYk=s4196-v1","Park"
"Funland on Sunland Indoor Playground","4.5","44","+1 818-934-5263","funlandonsunland.com","8701 Sunland Blvd, Sun Valley, CA 91352, United States","https://lh3.googleusercontent.com/p/AF1QipMrI1vMhnJs66xV-or_G372ddwxj16GnH-pk_KZ=s4196-v1","Indoor playground"
"Culver City Park - Playground","3.3","6","+1 310-253-6650","culvercity.org","Culver City, CA 90232, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9cBKltFp1Msr09zyf0dwzV70nObleQrlYuXfX2Frs0V_CHmKc2lPptP8aGJJFBShre41cpQFVwJ7A9pj-K9WykxmlFuLpo3YgJ48SlT9NcKb-GkAM3s2K0X7EsdXZiuZQCCIJ8=s4196-v1","Playground"
"West Hollywood Park Playground A","4.5","12","+1 323-848-6534",,"647 N San Vicente Blvd, West Hollywood, CA 90069, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9IOqeZL9kSJjE_7iCS0NG-CXCb6QoYFRt9N6iF7ogNnA3FZpP3se0sZsTodQP6o6T2nVoaxF48qfJ0_g5VaFeCpks0baj2NlMoPgGKUcFNbLz_JHL9yZTDakyb4pN_n5a2IQQmIw=s4196-v1","Playground"
"Orchard Playground","4.0","2",,,"40 Griffith Ln, Brentwood, CA 94513, United States","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QyC19uih4f7LlO-otk7yuw&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=269.1978&pitch=0&thumbfov=100","Playground"
"Playground","4.2","15",,,"1025 Elysian Park Dr, Los Angeles, CA 90012, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_X0DhRKGujIZYpFYRDTA4KYn4exDqILF4kuRSZakUHnh-SEPqv-PHv5HCoeZwAEgjnRY10g4MrXm0Hh1bb4e6SD7JYifnLXAliHRfq9R_WKlpX9iGETbOoMC5CQWeak31aKrfm=s4196-v1","Playground"
"Playground","4.3","25",,,"El Sobrante, CA 94803, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9eFQ_sdG1AvDJn65-CE243rtBWKePtw0C7LbwzqybqRfCOtWXTwJcJ9MLEZVlutk4NgHTwHrEy7U5RW9ZdIsTA6DfZm5dki5sbPu19xRV6nIBmuq5bkvXeJE1_dJU3xhNApEpuTQ=s4196-v1","Playground"
"Kid's Playground","4.0","3",,,"2200 Virginia Ave, Santa Monica, CA 90404, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_3ydxqloTGbLVOI_GPv484xFU6h-oYjOx6yxMqBCQeowCw_8XwAuVb6Oy8yhEup32p6eYk0zIRJhxIulPh6dMJ401J0dg-2jM9tLqHYZC3ofXUlF8En-ts0C33KDzmjBDyzzopZA=s4196-v1","Playground"
"Paradise Playland","4.4","57","+1 559-502-0611","theparadiseplayland.com","3448 S Mooney Blvd, Visalia, CA 93277, United States","https://lh3.googleusercontent.com/p/AF1QipOG88CY9Ve60wZLKVaNWgnTPDwGeBkzk3Xhld2c=s4196-v1","Playground"
"Kids Rock and Play Area","4.6","13",,,"Great Park, Great Park Blvd, Irvine, CA 92618, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9ObFRsXAWUlB2FVMV1LpUFQXh0zl01RB-lbBkq-HWr0N4dPXuoC0Pd-nnTYX857MZzjEP1cG8UQLB0JSxM4gBewv3k2KNzeadXSAGEwYS42MWpye2EgXP9Wc7xpVkjFYMBPIF3=s4196-v1","Playground"
"Walnut Park South Playground","4.6","25",,,"Davis, CA 95618, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8E9lpqQMvy_dJaRj1xDaesrRRV8IxhypAGJ36KMXikgaVDSQl1u2MYfPOIjp0WnbvmaRyalS2084N4--T_KXgaBArqUrjPOwZaLkRFWtqvMz0LpZfdksZVqrMEm3GSs7taVjGEZg=s4196-v1","Playground"
"THE PLAYGROUND","4.4","424","+1 619-724-6350","theplayground4kids.com","5500 Grossmont Center Dr #125, La Mesa, CA 91942, United States","https://lh3.googleusercontent.com/p/AF1QipMsE-PzyMpIGe-0zZoOiPq7BfYs4U9Ko6OUcW0K=s4196-v1","Indoor playground"
"Playground","4.3","11",,,"1 World Wy, Los Angeles, CA 90045, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9avQd2AmMS3uCE_k6z5k3wWeDo3_Cnz3bkMSQXSbcbnemh5Z3oLH1khwhn4DnwtT8mVcx0TRZp46Wfc6JKPjC9iRkSLX-oPDYopKxWCGjVLj1mKey5wTAlCpGSPiV8ZW7wgZl1KA=s4196-v1","Playground"
"Livermore Community Park","4.5","297","+1 916-355-7285","folsom.ca.us","6004 Riley St, Folsom, CA 95630, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_jxtzTlrzQ3ZEUVD9ddeMCeUre86l6-G_7kOLl1qSh9fjPDyoEKrhrf-vnpCfbaboRhRlSjsYmw5NKWbM7lTotOywuBrvWBYvD5F92Dpx33uyrOUdmgpXgtat_IeJ7whJ0N_YBIw=s4196-v1","Park"
"Playground","4.3","9",,,"1665 9th St #1651, Anaheim, CA 92802, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9p7x3VCPBuVrbOYegb-8X9gx5i-Tyl98PGyYN1ZNEH1VV37CcOsoQ7O1LqYfcwsz5-1q6ffM859lZ5XVzct3SL6BAQuNJzax_2LX4ylqtx7YWsh6luqog3HgoIVz_Jr2ruUeAeqA=s4196-v1","Playground"
"Hunter Hobby Park","4.5","1856","+1 951-779-9024","riversideca.gov","1401 Iowa Ave, Riverside, CA 92507, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB85A152TjNHqR0xjnKbOYJsYu-VY_NkA7pHsUps2QKwThhu3guUjQhHYppxHvSWzrXZ_X6tqJOfmSXo7JDt91DWqlYlQ3Niv2tm5odHbn1F_xAoVwsGpSniNWSVFlDB_ej6UrCr=s4196-v1","Park"
"Lagoon Park Playground","4.2","63",,"marincountyparks.org","160 Armory Dr, San Rafael, CA 94903, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-SKVp3-3iuyWvkzpx61gHayw44n3MxDjaKj8sgomhfoXTZQdPmfC9xjjrL8-Kv7bQ0r2pMhMgUv04X6pY0yC4SzZXF8L3O-j5nSiix_T-plzKos0PrEEc_3KbdF2XiBT4ZVEg=s4196-v1","Playground"
"Humboldt Park playground","4.5","4",,,"1172 Humboldt St, Santa Rosa, CA 95404, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9Butes-omepvR3-6sikwsgdtGTlQwIeuDgE1wXB9EJ3By4rT6eXG7cYuC4cXGsFXfn6rnJUHM87_1F2epfC3oirkaPgnT6r4MKZImcB_aA6_gwH2D2xktjU2D3LLvz0Y6TnATx=s4196-v1","Playground"
"Junipero Serra Park Playground","4.7","29","+1 650-589-5708","smcgov.org","Unnamed Road, 1801 Crystal Springs Rd, San Bruno, CA 94066, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-OGVsQAsvvUZcIml3qx_4y-Ikb0pXwzAlJwZDeI15Uhd_fWWhAzKcfYjc7ZJrKfX2NJND_0TN4hlLarvqRqWZFPFfGBuP4_tpj7rOJ9QgK1huSLXgu5Dihjd3sxww9XoQTBAOv=s4196-v1","Playground"
"Piedmont Park Playground","4.4","5",,,"120 Vista Ave, Piedmont, CA 94611, United States","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y27w76Icsiehgll4uxBV9w&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=181.27803&pitch=0&thumbfov=100","Playground"
"Polliwog Park","4.6","2116","+1 310-802-5448","manhattanbeach.gov","1601 Manhattan Beach Blvd, Manhattan Beach, CA 90266, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8tmM6872d6obQl_Wl8ANa-aZKV4Nhbwx-cLuvy7LbAzVV0Keb85O3qpZPFY_qaV5GkCGG-QKE0UldupNwpeqtzmq6VoqIOzOT7LVIrv_zvrMJEzAj6Zq_mEfFNOjI-YgFr2Fco=s4196-v1","Park"
"Roeding Park","4.4","1612","+1 559-621-7529","fresno.gov","890 W Belmont Ave, Fresno, CA 93728, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-K50Fk8yJyZV7V4L7heRky5NSPhz_SUFB-_jZx6VXHn1nw1q5t8sKx9Tjlv28b_RLPjNktpWWIhMST1OkyIiHo8YLXdC8-3CQC-NqhiXT5rY4S8rgePhq0qeusm8a0eh4ImHESqw=s4196-v1","Park"
"Playground","4.8","13",,,"16252 Countess Dr, Huntington Beach, CA 92649, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_Jt5sfNal8zdkeBdsRhHa8LxE_PU_cRf2ozWHE4rni7Ei941cYF4eWC-E8x6KeBGAQ5LWNDjcQLqcmES-gkSrQwwAuHjBsAKToJfCoyloCb1_HtLPL2_Kn6Kb1cOUnGrNGr7879w=s4196-v1","Playground"
"Helen Diller Civic Center Playground","4.5","77",,"sfrecpark.org","55 Larkin St, San Francisco, CA 94102, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB93uDG11dh7aFU78SFc1Q6RpPAUbyUpsZxaZtL6I2apA9gExmcumtARMNGp_Em-HlR4q3pscfOpgmq1EZF5DX8mCBzgDg3qcH3KhwlH9n2Sy4nbKa3KW1Ski7fHvgNSLRV-pR92kQ=s4196-v1","Playground"
"Ridgeline Park","4.6","190","+1 951-736-2241","coronaca.gov","2850 Ridgeline Dr, Corona, CA 92882, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB__yTHtTABxIhr8iOvy_7cWcTKXF6tkhTgP7hAGwoGVKH00sh87OOFj4vfOwlT7AJRe9pAVbR-agVWCl_7h-BWj1R1EumJ9JApdQASlUQ2_5wFtPWsjXLRFVoFrmCA8zVA4yRq8=s4196-v1","Park"
"Campbell Park Playground","4.1","46",,,"Woodland, CA 95776, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8MkQ_SG9PKfsLK_LhFUlcw3URloeD5tE_kTZelWI-dFPBGACGN4Asq6MTpfmrN_nLYBmTbm0-ii6cG0F2vS71pEBr-czo40G4neIh2g1TwJ7HDMdw0yGyOUSLhmMrb1y2LJctq=s4196-v1","Playground"
"Holman Park","4.2","181","+1 559-488-1502",,"6522 N West Ave, Fresno, CA 93711, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8e6lW4IFzy73gb07K0HLg22CleRok3k0f1Vq5YT4Y2yK_pvOMCwJCoUVtVMlpHOX38tfYqxApgaLywhrvrLv8O5OeIMQjO4rf2ZLDb_FGQanqcSy40rhQFKlyRgu3tUJ0gYloK=s4196-v1","Park"
"Playground","4.4","38",,,"Hamilton Park, Menlo Park, CA 94025, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9zjPIE7I6hOE1GUExiqinnvgXMrdATtrH730E0MBdZA4I0BcTF48XddMi0f9P6tTSe57xZGMkfNO5bpUZK5VfBEQg2Xi801dWIDoDc9wxQimW0j-28qAP701JuppNkPJ_04h0=s4196-v1","Playground"
"English Springs Park","4.7","1671","+1 909-364-2700","chinohills.org","2201 Grand Ave, Chino Hills, CA 91709, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-erREUGN5uDl6StN1QhKdXFFg4vfeGbIU1BvTVj9QLvAWBZCATlkDfUNtwRZyEVveZxYtRkUB8V2j-q54pcJJ5ddBh7pLyU_qml4yd4lXzuJcFX0DjiPTe7XTojzRIwdAuY9-G=s4196-v1","Park"
"Paradise Gardens Park","4.7","12130","+1 714-781-4636","disneyland.disney.go.com","1313 Disneyland Dr, Anaheim, CA 92802, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9IOBKflk5DkvjeuWc7eFy4pjnr_3UnC06P2ZawclTgOS_dpRAtpathKuJmWutel5d9mV9TtVxcz-i6g_rvrKJaY4vrBrUv51r6BhgQiCsEaqHAndnDmGcqB4LXUfcQ1yTSgdg=s4196-v1","Amusement park"
"Kids Playground | Santa Clara Central Park","4.4","5",,,"Santa Clara, CA 95051, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8SvjTiCC-b8s0JewR21qbpV9nd3_cmrIhlkJrbPFlEK0H3vW50XCRKqx-ONs1HC5FiBMHhxrHekJiaPEsAGyeXYxpj_nPFZwZQC8kMDs7Cia5hS8GgVBkHxbdEQdv2ydHw6TDVYQ=s4196-v1","Playground"
"Harry M. Dotson Park","4.2","354","+1 714-890-4270","stantonca.gov","10350 Fern Ave, Stanton, CA 90680, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB84dMgvkKh_vhucqIk0pWv55SQY64amw5hfY67vTXekndtalTTkO1PrvKgWH5AA8GzBP2BDOVL-eyquGa3XxKHPha627nMt3L8qBkbVA6jgTh0jfNyyWDrVMQ7LVk531vJZbo8J=s4196-v1","Park"
"Seymour Park Playground","4.6","27",,"cityofsacramento.org","857 Royal Green Ave, Sacramento, CA 95831, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9vzI6-ORhbtDTDk7arh96G3WuM0vXvJPVFObGXN3DT3f7YgIsIEvF_9WdgCZmetCrOz-nsycsZoZsUEq-0BWi6l3CPd-svKElBbYcpVVXTABD3HCDodILllBzXsXFp2A=s4196-v1","Playground"
"Montague park playground","4.8","13",,,"3595 MacGregor Ln, Santa Clara, CA 95054, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9EB0-CENmbr80VYHtnWbIw5rS-a4cDtvYgXmXgFySkgTPx_X1123zHJvxvq2-RHok8wRIeyjRB-FGzMQumj4nQyDORBqihK-tSdsgVeYYxhdzxu7z8qRahvBhoM6qCKTtOL-yj5g=s4196-v1","Playground"
"Santa Monica Playground","5.0","1",,,"810 CA-1, Santa Monica, CA 90403, United States","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A1gtU4EiZ3MsQxyPuZkxpA&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=59.24029&pitch=0&thumbfov=100","Playground"
"Playground | Liberty Park","5.0","2",,,"19211 Studebaker Rd, Cerritos, CA 90703, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-YFlW3nT8pQl1cAl8-6w5gtaRxxShUDn9XB2AhWLuFsRyW7BZHVnH61AGFs0PuqIFHig2dc_IDs3ciWNVm8fnEuG2w4HPds_mOr-A6exCB3_taZtNAVZtG8AKO6RrzO38VJutU=s4196-v1","Playground"
"Children's Playground","5.0","3",,,"Encino, CA 91316, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_52DLSVHvJ5uokKk1nq2tnDmRmUUTxKtio7DY-ydiEAE4uQnQUoAuuSWSr48uMPrW13vw1yE-ixqnlkvV8eoEV56Ae2p6REfy26lEEJnbqtzO0TZ0AW2JlqARlWy-ZIqHWqFw=s4196-v1","Playground"
"Old Meadows Park","4.7","175","+1 805-495-6471","crpd.org","1600 Marview Dr, Thousand Oaks, CA 91362, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_IldM4GYYatzcV-q-GqXdZyfLj9p_-nHSNpfKt6fd1sBR3HneoSTNWDKdaPPJZ7Xe9c82rz2gTIyCFBlxOBdVOp8D80OpyGuhqRJIzYY4rNkFEWY7uGf47gwIVPbPPLBbAGh88=s4196-v1","Park"
"Children's Playground","4.1","15",,,"2500-2698 E Ocean Blvd, Long Beach, CA 90803, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-Zqak3cqXQNkGkpVKpKygsQ2iwNs9P5YgXw3bRHq0u8SXzLaJGTBBQAgFZY_yvic0VOAx4ZlZVY7bL_d5J39DbP1xLWiYL2T_4NdT5qi1ZCZnWcb42MRj4-sViwgIgG2RfhafIWQ=s4196-v1","Playground"
"Quigley Playground","3.8","445","+1 559-621-7529","fresno.gov","808 W Dakota Ave, Fresno, CA 93705, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-MO70bO7aD8G6Hj_EkPcik-BakH12jC79sgO_kE61pQF_dLKJYQZR-XF0xIW_rbqIkLitMM8PKdThP6wp-7Cx_VhC40XKQkVAv6YAYvryq_Lte6OruG3tAs3CjBz9hrJV5edQ=s4196-v1","Park"
"Play Ground, LLC","4.4","56","+1 510-363-9231","playgroundcv.com","3169 Castro Valley Blvd, Castro Valley, CA 94546, United States","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_QXDPza-QdVV_VjAt4UbSnRe-BYDXGZvylw9pEu-SY-ORgJTMqZmbepjTB1H8L2JWqfOZxMPgLeB6ZO-ArsF9s8w_c5awp4A-7uKE9lgAeooC4fPubDgM9MO3ekoON-0mWz3Ug=s4196-v1","Indoor playground"
"Playground","5.0","1",,,"American Canyon, CA 94503, United States",,"Playground"
"Playground","4.8","4",,,"2400 Montana Ave, Santa Monica, CA 90403, United States",,"Playground"
"Playground","4.4","13",,,"Commerce, CA 90040, United States",,"Playground"
